Precinct,Total Voters,Kamala Harris,Kamala %,Donald Trump,Trump %,RFK,RFK%,Ward,shape_area,ward_precinct,shape_leng,precinct,ward,geometry,Kamala
4,839,746,88.92%,83,9.89%,10,1.19%,Ward 5,0.0000308189076912,05004,0.0230535741163,4.0,5.0,"POLYGON ((-87.57634800035987 41.76798100032294, -87.57648699957531 41.77345600009437, -87.5722179996609 41.77349400004812, -87.57203400016891 41.766544999752, -87.5726479997054 41.76653400014401, -87.57262400039724 41.76624100012214, -87.57630200003723 41.76621399977631, -87.57634800035987 41.76798100032294))",88.92
5,264,248,93.94%,13,4.92%,3,1.14%,Ward 5,0.0000179424064761,05005,0.0171467349641,5.0,5.0,"POLYGON ((-87.58136899987943 41.7715729995943, -87.58141400015597 41.77338999974876, -87.57648699957531 41.77345600009437, -87.5763979999677 41.76980099971643, -87.5813200003177 41.76975100010861, -87.58136899987943 41.7715729995943))",93.94
6,346,319,92.20%,22,6.36%,5,1.45%,Ward 5,0.0000189929665016,05006,0.0185412883348,6.0,5.0,"POLYGON ((-87.5820400002458 41.76792000020788, -87.58127299994896 41.76792899972361, -87.5813200003177 41.76975100010861, -87.5763979999677 41.76980099971643, -87.57630200003723 41.76621399977631, -87.5819879996464 41.76616600026074, -87.5820400002458 41.76792000020788))",92.2
7,233,209,89.70%,21,9.01%,3,1.29%,Ward 5,0.00000890145460542,05007,0.0121777185768,7.0,5.0,"POLYGON ((-87.5838160003081 41.77162200005529, -87.58386099968533 41.77336100021005, -87.58141400015597 41.77338999974876, -87.5813200003177 41.76975100010861, -87.58377200007772 41.76972399976284, -87.5838160003081 41.77162200005529))",89.7
8,321,286,89.10%,26,8.10%,9,2.80%,Ward 5,0.00000896361714452,05008,0.0121816105339,8.0,5.0,"POLYGON ((-87.58628399990664 41.771515999663734, -87.58629599956072 41.773339000094836, -87.58386099968533 41.77336100021005, -87.58377200007772 41.76972399976284, -87.586237999584 41.76969800036249, -87.58628399990664 41.771515999663734))",89.1
9,246,221,89.84%,21,8.54%,4,1.63%,Ward 5,0.0000189513041021,05009,0.032367881823,9.0,5.0,"POLYGON ((-87.58587299983901 41.764238000383436, -87.5858970000465 41.765145999987965, -87.58630299988351 41.76514299984961, -87.586388000206 41.76845699979077, -87.586237999584 41.76969800036249, -87.5813200003177 41.76975100010861, -87.58127299994896 41.76792899972361, -87.5820400002458 41.76792000020788, -87.5819879996464 41.76616600026074, -87.57630200003723 41.76621399977631, -87.58533900039453 41.76606199996137, -87.58527400009501 41.76424199966862, -87.58587299983901 41.764238000383436))",89.84
10,437,398,91.08%,34,7.78%,5,1.14%,Ward 5,0.0000347275620884,05010,0.024106314871,10.0,5.0,"POLYGON ((-87.59104199988832 41.76782999965479, -87.59116900034905 41.773285000302565, -87.58629599956072 41.773339000094836, -87.58632700009093 41.76606099991528, -87.5909940003728 41.766014999592585, -87.59104199988832 41.76782999965479))",91.08
11,650,586,90.15%,55,8.46%,9,1.38%,Ward 5,0.000173183512052,05011,0.0592671633971,11.0,5.0,"POLYGON ((-87.5980860000688 41.75865199998986, -87.60806199966152 41.76582699991614, -87.60558599969409 41.76588099970843, -87.60576900003929 41.7731409999572, -87.59116900034905 41.773285000302565, -87.5909940003728 41.766014999592585, -87.59382599967013 41.766003999984655, -87.59404800001516 41.76507700040332, -87.59335599957967 41.76508299978065, -87.59327799957998 41.76052900021323, -87.5951300004491 41.760555999659694, -87.59552299968664 41.75869600022031, -87.5980860000688 41.75865199998986))",90.15
12,817,771,94.37%,44,5.39%,2,0.24%,Ward 5,0.000256805420233,05012,0.0935686175045,12.0,5.0,"POLYGON ((-87.58634800016006 41.77510499969606, -87.58663800004365 41.79338399997169, -87.58390800005412 41.793418999787036, -87.58395100023841 41.7952279995726, -87.57992599988495 41.79528799964152, -87.57606299980756 41.79516100008015, -87.57857399959039 41.79454000022088, -87.57932199991035 41.7938109998778, -87.57960200023211 41.7928349998354, -87.5794620000712 41.79216300032227, -87.57833300016779 41.790052000099756, -87.57654599959818 41.788675999597736, -87.57669200003573 41.78853100010565, -87.5778159997086 41.78837400006012, -87.57791599982352 41.78817699996863, -87.57727800007962 41.78826300033723, -87.57713000044913 41.78815299976116, -87.5773319998719 41.78802200001536, -87.57724700044866 41.786597999997745, -87.5768239998277 41.785441999748514, -87.57595500022302 41.78375600023929, -87.57451899965207 41.78280499955116, -87.57330500032549 41.78220399971486, -87.57204499977689 41.78180200006233, -87.56951199987886 41.781388999902504, -87.56954699969424 41.78120999974175, -87.57314800027996 41.780268000367975, -87.57304199988836 41.77990799995427, -87.5743279998373 41.7794209999792, -87.57370299979357 41.77898499965806, -87.5728599995893 41.77934299997952, -87.57228199991431 41.779268000118186, -87.57144299989449 41.77831600028322, -87.57016700040668 41.77732999977974, -87.56870999976661 41.776509999736724, -87.56695699986562 41.77437200006779, -87.56605399959238 41.77359800034747, -87.58629599956072 41.773339000094836, -87.58634800016006 41.77510499969606))",94.37
13,398,363,91.21%,30,7.54%,5,1.26%,Ward 5,0.0000402614564857,05013,0.0288277443462,13.0,5.0,"POLYGON ((-87.59214699958432 41.77364299972471, -87.5918110002774 41.77510699978825, -87.59211499990727 41.77509700022642, -87.5914499998176 41.77802000012297, -87.5914560000943 41.778754999843436, -87.5909880000961 41.77875499984344, -87.59014599993793 41.78237500040597, -87.58950400000958 41.782224999783985, -87.58900200024209 41.78233999969126, -87.58897299980407 41.78058100041289, -87.5864579998368 41.780619000366634, -87.58629599956072 41.773339000094836, -87.59222100029888 41.77327499984142, -87.59214699958432 41.77364299972471))",91.21
14,459,420,91.50%,32,6.97%,7,1.53%,Ward 5,0.0000164142759638,05014,0.0175778243709,14.0,5.0,"POLYGON ((-87.58994100037683 41.78320800014916, -87.5893079999642 41.786118000345475, -87.5865949998593 41.78614299969973, -87.5864579998368 41.780619000366634, -87.58897299980407 41.78058100041289, -87.58900200024209 41.78233999969126, -87.58950400000958 41.782224999783985, -87.59014599993793 41.78237500040597, -87.58994100037683 41.78320800014916))",91.5
15,1298,1208,93.07%,78,6.01%,12,0.92%,Ward 5,0.0000334813285515,05015,0.0360829669157,15.0,5.0,"POLYGON ((-87.58930099964141 41.78615000002253, -87.58766199960155 41.793357999672025, -87.58794400001557 41.79335799967202, -87.58750699964827 41.79518500028757, -87.58726500017957 41.795188000425924, -87.58698099967336 41.79756799956357, -87.5870209997193 41.79956599997099, -87.58405499963851 41.79961699962491, -87.58390800005412 41.793418999787036, -87.58663800004365 41.79338399997169, -87.5865949998593 41.78614299969973, -87.58930099964141 41.78615000002253))",93.07
16,747,690,92.37%,54,7.23%,3,0.40%,Ward 5,0.0000265575222417,05016,0.0244817841768,16.0,5.0,"POLYGON ((-87.58133500011013 41.799622999901594, -87.58051199992883 41.79962399994769, -87.57998599995392 41.79842200027514, -87.57830099959142 41.79703900034963, -87.577575000286 41.79680799958959, -87.57597999957727 41.797030999980734, -87.57524399981071 41.796553000420666, -87.57516699985712 41.79605199979999, -87.57543999985609 41.7954540001021, -87.57606299980756 41.79516100008015, -87.57992599988495 41.79528799964152, -87.58395100023841 41.7952279995726, -87.58405499963851 41.79961699962491, -87.58133500011013 41.799622999901594))",92.37
17,539,488,90.54%,44,8.16%,7,1.30%,Ward 5,0.0000196004489428,05017,0.0200748499009,17.0,5.0,"POLYGON ((-87.58786099978528 41.802475000121206, -87.58371700023935 41.80257700032838, -87.58194699955436 41.80244300044416, -87.58063800034341 41.802571000051664, -87.5808819999043 41.80042700010603, -87.58051199992883 41.79962399994769, -87.5873099995568 41.79956399987872, -87.58786099978528 41.802475000121206))",90.54
18,1261,1135,90.01%,105,8.33%,21,1.67%,Ward 5,0.0000264587004747,05018,0.0235553974838,18.0,5.0,"POLYGON ((-87.58194699955436 41.80244300044416, -87.58371700023935 41.80257700032838, -87.58755700015541 41.80247900030564, -87.58817699996854 41.80438600011387, -87.58911500005718 41.80636399959894, -87.58773600031611 41.80678800026606, -87.58655199967501 41.80584299985463, -87.58485899984295 41.80694500031156, -87.58123800013357 41.80428399990671, -87.58062899992836 41.80424099972242, -87.58003100023046 41.80386500036952, -87.58005699963083 41.80353599958674, -87.58063800034341 41.802571000051664, -87.58194699955436 41.80244300044416))",90.01
19,514,488,94.94%,24,4.67%,2,0.39%,Ward 5,0.0000152637276443,05019,0.0168104957104,19.0,5.0,"POLYGON ((-87.5901320001916 41.81041999958336, -87.5870599997192 41.81144099990228, -87.58693200011169 41.8100739998153, -87.58489799984278 41.80683799987384, -87.58655199967501 41.80584299985463, -87.58758899983246 41.80671000026638, -87.58833400001407 41.807022000265135, -87.59018599998387 41.80964900000139, -87.5901320001916 41.81041999958336))",94.94
20,809,768,94.93%,36,4.45%,5,0.62%,Ward 5,0.0000179822429899,05020,0.0181791172194,20.0,5.0,"POLYGON ((-87.60285499965846 41.800854000012116, -87.60288500014258 41.8022980000527, -87.59670700032774 41.80236599959124, -87.59664200002823 41.79945800038644, -87.60282600011976 41.79939099999473, -87.60285499965846 41.800854000012116))",94.93
21,739,676,91.47%,58,7.85%,5,0.68%,Ward 5,0.0000345940491097,05021,0.0267079108396,21.0,5.0,"POLYGON ((-87.6038279995625 41.79545900033264, -87.60365999990904 41.79531499998734, -87.60273300032765 41.795325000448486, -87.60282600011976 41.79939099999473, -87.59502600014974 41.799473000178864, -87.59492399994258 41.79509799987284, -87.603751999655 41.7949890002422, -87.6038279995625 41.79545900033264))",91.47
22,873,801,91.75%,65,7.45%,7,0.80%,Ward 5,0.0000334707864718,05022,0.0246081779792,22.0,5.0,"POLYGON ((-87.59502600014974 41.799473000178864, -87.5870209997193 41.79956599997099, -87.58698099967336 41.79756799956357, -87.58726500017957 41.795188000425924, -87.58901099975782 41.79525499991837, -87.58970500028552 41.79552799991734, -87.59182399997758 41.79550799989431, -87.59259899974398 41.79517399978033, -87.59492399994258 41.79509799987284, -87.59502600014974 41.799473000178864))",91.75
23,440,396,90.00%,41,9.32%,3,0.68%,Ward 5,0.00000803000984814,05023,0.0182730924682,23.0,5.0,"POLYGON ((-87.59492399994258 41.79509799987284, -87.59259899974398 41.79517399978033, -87.59182399997758 41.79550799989431, -87.58961000040114 41.79552099959449, -87.58901099975782 41.79525499991837, -87.58754899978646 41.79518500028757, -87.58893799998867 41.79512800035702, -87.58964800035488 41.79480199971255, -87.59167600034709 41.79478399978183, -87.59164099963238 41.79332700004107, -87.59196400013843 41.79332199981048, -87.59488199980439 41.79328900008733, -87.59492399994258 41.79509799987284))",90.0
24,837,716,85.54%,115,13.74%,6,0.72%,Ward 5,0.000106809494901,05024,0.0444468257771,24.0,5.0,"POLYGON ((-87.6027690001892 41.7840939996384, -87.60279599963565 41.78526899986451, -87.60441699974473 41.78525300002599, -87.60443100039033 41.785892999862085, -87.60603699980766 41.78587399988521, -87.60621599996841 41.794965000034786, -87.59492399994258 41.79509799987284, -87.5948389996201 41.79146300041719, -87.59645699959084 41.79144699967935, -87.59628799989122 41.784167000306866, -87.6027690001892 41.7840939996384))",85.54
25,1191,1111,93.28%,76,6.38%,4,0.34%,Ward 5,0.0000717835368813,05025,0.0395852475402,25.0,5.0,"POLYGON ((-87.58994100037683 41.78320800014916, -87.59029000028323 41.783352999641295, -87.5914069996333 41.78327699973379, -87.59143600007133 41.7842060003067, -87.59465600017421 41.78418400019149, -87.59471100001258 41.78606599974614, -87.59633200012166 41.78601400004613, -87.59645699959084 41.79144699967935, -87.5948389996201 41.79146300041719, -87.59488199980439 41.79328900008733, -87.59164099963238 41.79332700004107, -87.59167600034709 41.79478399978183, -87.58964800035488 41.79480199971255, -87.58893799998867 41.79512800035702, -87.58750699964827 41.79518500028757, -87.58794400001557 41.79335799967202, -87.58766199960155 41.793357999672025, -87.58994100037683 41.78320800014916))",93.28
1,316,271,85.76%,42,13.29%,3,0.95%,Ward 6,0.0000366159958001,06001,0.0264368919739,1.0,6.0,"POLYGON ((-87.64262700003599 41.77295799961205, -87.64270900022012 41.776140999807346, -87.63959399956337 41.776175999622744, -87.63964199997827 41.77800799956959, -87.63499899990387 41.778079000145794, -87.63485400041174 41.77263299991308, -87.64261300028971 41.77250500030556, -87.64262700003599 41.77295799961205))",85.76
2,379,336,88.65%,37,9.76%,6,1.58%,Ward 6,0.0000344150971626,06002,0.0255008809579,2.0,6.0,"POLYGON ((-87.6349029999734 41.77441700034432, -87.63499899990387 41.778079000145794, -87.63123099971085 41.77812200033008, -87.63007000013039 41.77659600010538, -87.63005300024572 41.776934999550626, -87.62709899981894 41.77409199974602, -87.62644100005207 41.7727550001432, -87.63485400041174 41.77263299991308, -87.6349029999734 41.77441700034432))",88.65
3,121,107,88.43%,11,9.09%,3,2.48%,Ward 6,0.0000239730083743,06003,0.021879395211,3.0,6.0,"POLYGON ((-87.64455199977493 41.77065400038185, -87.64320799984928 41.770678999736106, -87.64325700031026 41.772493999798314, -87.63727399959538 41.77259299986713, -87.63724500005668 41.768955000273074, -87.64450700039771 41.76883800027355, -87.64455199977493 41.77065400038185))",88.43
4,294,263,89.46%,28,9.52%,3,1.02%,Ward 6,0.0000605922723324,06004,0.0390000301523,4.0,6.0,"POLYGON ((-87.64445799993672 41.76701499984244, -87.64450700039771 41.76883800027355, -87.63724500005668 41.768955000273074, -87.63727399959538 41.77259299986713, -87.63118200014912 41.77269299998204, -87.63391100009255 41.76536700028685, -87.64441299966018 41.765202999918586, -87.64445799993672 41.76701499984244))",89.46
5,398,342,85.93%,46,11.56%,10,2.51%,Ward 6,0.0000552533679239,06005,0.0302591839394,5.0,6.0,"POLYGON ((-87.63370499958603 41.766181000053166, -87.63118200014912 41.77269299998204, -87.62504599957317 41.77277700025843, -87.62490700035772 41.76551399987124, -87.63391100009255 41.76536700028685, -87.63370499958603 41.766181000053166))",85.93
6,459,405,88.24%,48,10.46%,6,1.31%,Ward 6,0.0000496515869489,06006,0.0373592515057,6.0,6.0,"POLYGON ((-87.62498200021913 41.770973999850234, -87.62504599957317 41.77277700025843, -87.62644100005207 41.7727550001432, -87.62709899981894 41.77409199974602, -87.62967699999353 41.77655399996718, -87.62796900036903 41.77539699967185, -87.62683200009667 41.775018000180644, -87.62188400034631 41.77493599999644, -87.6201110004223 41.77446299976764, -87.61540500014058 41.771184999688046, -87.6153549996335 41.76934000004104, -87.62494400026537 41.76915699969584, -87.62498200021913 41.770973999850234))",88.24
7,543,493,90.79%,44,8.10%,6,1.10%,Ward 6,0.0000723389990042,06007,0.037319018228,7.0,6.0,"POLYGON ((-87.61527200030253 41.76617599982256, -87.61540500014058 41.771184999688046, -87.61774800026996 41.772929000073354, -87.60576900003929 41.7731409999572, -87.60558599969409 41.76588099970843, -87.61526199984138 41.76571099996272, -87.61527200030253 41.76617599982256))",90.79
8,0,0,0.00%,0,0.00%,0,0.00%,Ward 6,0.0000349760745186,06008,0.0265132570479,8.0,6.0,"POLYGON ((-87.62493199971198 41.76638799970646, -87.62494400026537 41.76915699969584, -87.6153549996335 41.76934000004104, -87.61526199984138 41.76571099996272, -87.62490700035772 41.76551399987124, -87.62493199971198 41.76638799970646))",0.0
9,743,684,92.06%,52,7.00%,7,0.94%,Ward 6,0.0000528281104035,06009,0.0362592314793,9.0,6.0,"POLYGON ((-87.62486800035788 41.76369100033946, -87.62490700035772 41.76551399987124, -87.61042799995221 41.76579400019301, -87.61034399967582 41.76214600013786, -87.62482900035803 41.761874000184996, -87.62486800035788 41.76369100033946))",92.06
10,0,0,0.00%,0,0.00%,0,0.00%,Ward 6,0.0000749941247386,06010,0.0401141345296,10.0,6.0,"POLYGON ((-87.62641000042112 41.75982099993922, -87.62656999970568 41.76002799959259, -87.63927300004889 41.75982400007757, -87.63931400014098 41.76346599985606, -87.63705700038025 41.763493000201834, -87.63712199978045 41.765317999825875, -87.62490700035772 41.76551399987124, -87.62479399964332 41.75995799996178, -87.62641000042112 41.75982099993922))",0.0
11,211,183,86.73%,23,10.90%,5,2.37%,Ward 6,0.000031651437493,06011,0.0254825903236,11.0,6.0,"POLYGON ((-87.64432099991416 41.76156400027844, -87.64441299966018 41.765202999918586, -87.63712199978045 41.765317999825875, -87.63705700038025 41.763493000201834, -87.63931400014098 41.76346599985606, -87.63927300004889 41.75982400007757, -87.64427499959152 41.75974500003178, -87.64432099991416 41.76156400027844))",86.73
12,566,505,89.22%,55,9.72%,6,1.06%,Ward 6,0.0000692003504856,06012,0.0474269660671,12.0,6.0,"POLYGON ((-87.62704700011892 41.751364000248486, -87.62711299956521 41.754551999774996, -87.6285559995597 41.75452400028245, -87.62895600001934 41.75634000039077, -87.63940499984085 41.756155999999464, -87.63927300004889 41.75982400007757, -87.62656999970568 41.76002799959259, -87.62641000042112 41.75982099993922, -87.62479399964332 41.75995799996178, -87.62454599989792 41.75095999960433, -87.62703499956552 41.750911000042656, -87.62704700011892 41.751364000248486))",89.22
13,646,604,93.50%,41,6.35%,1,0.15%,Ward 6,0.0000440331154772,06013,0.027026232057,13.0,6.0,"POLYGON ((-87.62475899982792 41.75823699973779, -87.62482900035803 41.761874000184996, -87.61678700002 41.762029000138284, -87.61666499978986 41.756555000413, -87.62472400001258 41.756428999998384, -87.62475899982792 41.75823699973779))",93.5
14,687,627,91.27%,54,7.86%,6,0.87%,Ward 6,0.0000353128311852,06014,0.0238500324564,14.0,6.0,"POLYGON ((-87.61669500027398 41.75792299964677, -87.61678700002 41.762029000138284, -87.61034399967582 41.76214600013786, -87.61021399997605 41.756669000274194, -87.61666499978986 41.756555000413, -87.61669500027398 41.75792299964677))",91.27
15,751,674,89.75%,66,8.79%,11,1.46%,Ward 6,0.0000615768836933,06015,0.0377818224605,15.0,6.0,"POLYGON ((-87.61025600011432 41.7584850003825, -87.61042799995221 41.76579400019301, -87.60835599972955 41.76582799996225, -87.60806199966152 41.76582699991614, -87.5980860000688 41.75865199998986, -87.60539099969486 41.75858000026687, -87.6053440002254 41.75675799988187, -87.61021399997605 41.756669000274194, -87.61025600011432 41.7584850003825))",89.75
16,0,0,0.00%,0,0.00%,0,0.00%,Ward 6,0.0000266910480007,06016,0.0206843434692,16.0,6.0,"POLYGON ((-87.61012799960747 41.75302400035735, -87.61021399997605 41.756669000274194, -87.6053440002254 41.75675799988187, -87.60521499967246 41.751286000248726, -87.61008200018415 41.751198999834, -87.61012799960747 41.75302400035735))",0.0
17,815,749,91.90%,60,7.36%,6,0.74%,Ward 6,0.0000481919869097,06017,0.0286737049207,17.0,6.0,"POLYGON ((-87.61815400010698 41.75106299985759, -87.6181649997149 41.7514469995794, -87.61882599962013 41.75144100020207, -87.61897600024218 41.7516000003398, -87.61908099968832 41.75651200022866, -87.61021399997605 41.756669000274194, -87.61008200018415 41.751198999834, -87.61815400010698 41.75106299985759))",91.9
18,816,759,93.01%,45,5.51%,12,1.47%,Ward 6,0.0000543102204733,06018,0.031071850657,18.0,6.0,"POLYGON ((-87.6244799995523 41.74912200028012, -87.62472400001258 41.756428999998384, -87.61908099968832 41.75651200022866, -87.61897600024218 41.7516000003398, -87.61882599962013 41.75144100020207, -87.6181649997149 41.7514469995794, -87.61805500003817 41.747411999664116, -87.62443099999064 41.747300999941274, -87.6244799995523 41.74912200028012))",93.01
19,642,586,91.28%,50,7.79%,6,0.93%,Ward 6,0.000094661260524,06019,0.0443847330942,19.0,6.0,"POLYGON ((-87.64388200035398 41.74518899967268, -87.64398899989237 41.74881899979703, -87.64276700019684 41.748838999820066, -87.64282200003521 41.750660000158916, -87.63187799986974 41.75082299958182, -87.63178400003153 41.747186000033935, -87.62921200013363 41.747223999987675, -87.62911200001872 41.74358200020919, -87.63416700020684 41.74350100007115, -87.63594600040756 41.74416199997638, -87.63628699994507 41.74373900025473, -87.63764300042408 41.743474999771486, -87.64383099980074 41.74335799977194, -87.64388200035398 41.74518899967268))",91.28
20,916,838,91.48%,71,7.75%,7,0.76%,Ward 6,0.0000658104386476,06020,0.0405798687645,20.0,6.0,"POLYGON ((-87.62514300044911 41.74174199989341, -87.62907600015723 41.74177999984715, -87.62921200013363 41.747223999987675, -87.62571900003178 41.7472819999644, -87.62582400037729 41.75092599983509, -87.62454599989792 41.75095999960433, -87.62443099999064 41.747300999941274, -87.61805500003817 41.747411999664116, -87.61790400026933 41.74193299970825, -87.62514300044911 41.74174199989341))",91.48
21,674,625,92.73%,42,6.23%,7,1.04%,Ward 6,0.0000413085634821,06021,0.0279623311371,21.0,6.0,"POLYGON ((-87.61795399987716 41.74375900027768, -87.61815400010698 41.75106299985759, -87.61371300035466 41.75113899976508, -87.61350999998649 41.74382999995459, -87.61310600024166 41.743835000185186, -87.61305799982682 41.74201099970794, -87.61790400026933 41.74193299970825, -87.61795399987716 41.74375900027768))",92.73
22,0,0,0.00%,0,0.00%,0,0.00%,Ward 6,0.0000413312323484,06022,0.0279877354897,22.0,6.0,"POLYGON ((-87.61309599978051 41.74344100000217, -87.61310600024166 41.743835000185186, -87.61350999998649 41.74382999995459, -87.61371300035466 41.75113899976508, -87.60887100009654 41.751220999949226, -87.60867099986672 41.74391000004652, -87.60987599967763 41.743890000023555, -87.60982199988536 41.7420430002843, -87.61305799982682 41.74201099970794, -87.61309599978051 41.74344100000217))",0.0
23,866,809,93.42%,51,5.89%,6,0.69%,Ward 6,0.0000356280042227,06023,0.0280529276027,23.0,6.0,"POLYGON ((-87.60984800018502 41.742944999612114, -87.60987599967763 41.743890000023555, -87.60867099986672 41.74391000004652, -87.60887100009654 41.751220999949226, -87.60521499967246 41.751286000248726, -87.60497899958114 41.74211099982284, -87.60973100018549 41.74202700044577, -87.60984800018502 41.742944999612114))",93.42
24,817,753,92.17%,55,6.73%,9,1.10%,Ward 6,0.0000652120720457,06024,0.0368265183079,24.0,6.0,"POLYGON ((-87.61777100043128 41.736909000050396, -87.61695499967345 41.73691999965831, -87.61704800036489 41.74012099978438, -87.61624100002211 41.740133000337714, -87.61629199967598 41.741960000054, -87.60497899958114 41.74211099982284, -87.60482299958176 41.7366489997516, -87.61775899987788 41.73645499979846, -87.61777100043128 41.736909000050396))",92.17
25,513,483,94.15%,26,5.07%,4,0.78%,Ward 6,0.0000405697478602,06025,0.0270437944095,25.0,6.0,"POLYGON ((-87.62419099971483 41.73818599958428, -87.62428400040625 41.74183000035429, -87.61629199967598 41.741960000054, -87.61624100002211 41.740133000337714, -87.61704800036489 41.74012099978438, -87.61695499967345 41.73691999965831, -87.61777100043128 41.736909000050396, -87.61775899987788 41.73645499979846, -87.62416500031446 41.73629899979904, -87.62419099971483 41.73818599958428))",94.15
26,986,916,92.90%,56,5.68%,14,1.42%,Ward 6,0.0000769681774423,06026,0.0442227428179,26.0,6.0,"POLYGON ((-87.61430099959142 41.72786999960084, -87.61669899955916 41.72883800017361, -87.61919000021828 41.72952300028629, -87.62165499967847 41.72996299989258, -87.62404700026883 41.73013799986887, -87.62416500031446 41.73629899979904, -87.61452800016701 41.73650300021336, -87.61438699996006 41.731024000257435, -87.60953500014011 41.73110000016492, -87.60952999990951 41.73092600023477, -87.60949099990967 41.72927599968767, -87.61433900044449 41.72919799968799, -87.61430099959142 41.72786999960084))",92.9
27,936,870,92.95%,56,5.98%,10,1.07%,Ward 6,0.0000724878589331,06027,0.034095075546,27.0,6.0,"POLYGON ((-87.62374399978575 41.72223000031431, -87.62404700026883 41.73013799986887, -87.62165499967847 41.72996299989258, -87.61919000021828 41.72952300028629, -87.61669899955916 41.72883800017361, -87.61430099959142 41.72786999960084, -87.61414300039911 41.72189200001583, -87.62373000003942 41.721703000293296, -87.62374399978575 41.72223000031431))",92.95
1,825,738,89.45%,75,9.09%,12,1.45%,Ward 7,0.000044248340836,07001,0.0292980261266,1.0,7.0,"POLYGON ((-87.58843900035953 41.761480000002045, -87.58850899999032 41.76421600026827, -87.58527400009501 41.76424199966862, -87.58533900039453 41.76606199996137, -87.57937299956421 41.76611299961529, -87.5792439999106 41.76066200005128, -87.58841600019821 41.760568000213084, -87.58843900035953 41.761480000002045))",89.45
2,0,0,0.00%,0,0.00%,0,0.00%,Ward 7,0.0000476484433459,07002,0.036558911892,2.0,7.0,"POLYGON ((-87.57858900028208 41.76066900037409, -87.5792439999106 41.76066200005128, -87.57928600004885 41.76248100029795, -87.56766500013958 41.76260599976712, -87.5676989999089 41.76442299992157, -87.56648699977518 41.76443499957559, -87.566372999914 41.75898800019609, -87.57853599963664 41.75885000012743, -87.57858900028208 41.76066900037409))",0.0
3,576,516,89.58%,51,8.85%,9,1.56%,Ward 7,0.0000359483594936,07003,0.0296474621385,3.0,7.0,"POLYGON ((-87.566372999914 41.75898800019609, -87.56650499970596 41.765537000032566, -87.56648399963683 41.76631800007568, -87.5600570000305 41.75911999998806, -87.5602710000066 41.75906900033413, -87.55835399973728 41.75727799958008, -87.56633499996025 41.75715800034152, -87.566372999914 41.75898800019609))",89.58
4,678,598,88.20%,74,10.91%,6,0.88%,Ward 7,0.0000257562591586,07004,0.024573106867,4.0,7.0,"POLYGON ((-87.56077599991244 41.75990400016949, -87.56638699966027 41.766133999684364, -87.56648399963683 41.76631800007568, -87.56281500041189 41.76628600039868, -87.55717999955732 41.7605890002822, -87.5600570000305 41.75911999998806, -87.56077599991244 41.75990400016949))",88.2
5,751,677,90.15%,61,8.12%,13,1.73%,Ward 7,0.000010991039238,07005,0.0229093329459,5.0,7.0,"POLYGON ((-87.55785400006204 41.761270000210395, -87.56084899968153 41.76430399982979, -87.56281500041189 41.76628600039868, -87.559555000263 41.766438000213604, -87.56056099989019 41.76614200005332, -87.56052199989034 41.76563500005528, -87.56020799979933 41.765140999757364, -87.55992200010019 41.76492899987352, -87.55964700000902 41.76499800035748, -87.55943500012512 41.764799000173745, -87.55946100042479 41.76442800015212, -87.55871500019708 41.76392899962365, -87.55852400038225 41.76403900019978, -87.55760200013214 41.763203000318235, -87.55754600024767 41.76285300036574, -87.55704899981146 41.76253500009021, -87.5568390000198 41.76257400009006, -87.55634999995249 41.762059999769235, -87.55500900016517 41.76173400002414, -87.55546599965612 41.76134800021009, -87.55717999955732 41.7605890002822, -87.55785400006204 41.761270000210395))",90.15
6,225,197,87.56%,28,12.44%,0,0.00%,Ward 7,0.0000770164382597,07006,0.0448797597814,6.0,7.0,"POLYGON ((-87.54684100031187 41.751661999601644, -87.5480640000535 41.75197699973881, -87.54840000025979 41.75226500042947, -87.55717999955732 41.7605890002822, -87.55546599965612 41.76134800021009, -87.55451399982121 41.76196099970041, -87.55414499989178 41.76124800009518, -87.55265699962081 41.760431000190586, -87.55013600027615 41.75942999989462, -87.54870399988965 41.759041999988376, -87.54707600035711 41.758945000011806, -87.54497399965032 41.759738999755086, -87.54401100020743 41.75988200005429, -87.54364300032415 41.7601289997536, -87.54249300035167 41.759033999619426, -87.54258300000544 41.75875200010478, -87.54148799987126 41.75776599960124, -87.54111099957294 41.75776699964735, -87.54048500038243 41.757177000318336, -87.54375099990871 41.755166000210814, -87.5440429998845 41.75477400012006, -87.54419999993002 41.75386499957011, -87.54350100007105 41.752572000197674, -87.54306199961155 41.752105000245585, -87.54492700018085 41.75209399973834, -87.54501000041114 41.75218999966881, -87.54549100010951 41.75195300043065, -87.54684100031187 41.751661999601644))",87.56
7,567,494,87.13%,63,11.11%,10,1.76%,Ward 7,0.000033069449793,07007,0.0276845793874,7.0,7.0,"POLYGON ((-87.55258199975947 41.751914999577586, -87.5602710000066 41.75906900033413, -87.55717999955732 41.7605890002822, -87.54964600016274 41.753478999756105, -87.55224599955318 41.751918999762104, -87.55258199975947 41.751914999577586))",87.13
8,331,297,89.73%,31,9.37%,3,0.91%,Ward 7,0.0000325290955858,07008,0.0252612410616,8.0,7.0,"POLYGON ((-87.56141999993304 41.75360900035514, -87.56149099960993 41.757234000248964, -87.55835399973728 41.75727799958008, -87.55258199975947 41.751914999577586, -87.56138600016374 41.75179500033903, -87.56141999993304 41.75360900035514))",89.73
