Precinct,Total Voters,Kamala Harris,Kamala %,Donald Trump,Trump %,RFK,RFK%,Ward,shape_area,ward_precinct,shape_leng,precinct,ward,geometry,Kamala
8,467,210,44.97%,253,54.18%,4,0.86%,Ward 23,0.0000286555450884,23008,0.0292414725388,8.0,23.0,"POLYGON ((-87.78165099989371 41.792357000275395, -87.780488000221 41.79270199999735, -87.78064600031263 41.79425699976077, -87.78186399982371 41.79423399959945, -87.78191999970818 41.796044000330426, -87.77460899980548 41.796188999822554, -87.77454200031303 41.79384399960094, -87.77211599995337 41.79422099989926, -87.7720660003456 41.79254199981347, -87.78165099989371 41.792357000275395))",44.97
9,678,325,47.94%,348,51.33%,5,0.74%,Ward 23,0.0000384618692287,23009,0.0259398404569,9.0,23.0,"POLYGON ((-87.77455700010546 41.79433199962216, -87.77460899980548 41.796188999822554, -87.77582900030808 41.79616399956899, -87.77593299970812 41.799787000269866, -87.76861999971317 41.799959000107826, -87.76836100035985 41.794797000381315, -87.77454200031303 41.79384399960094, -87.77455700010546 41.79433199962216))",47.94
10,741,364,49.12%,359,48.45%,18,2.43%,Ward 23,0.0000517776141672,23010,0.0338339926412,10.0,23.0,"POLYGON ((-87.77211599995337 41.79422099989926, -87.76836100035985 41.794797000381315, -87.76861999971317 41.799959000107826, -87.7625379998288 41.80005800017659, -87.76230199973749 41.79273599976664, -87.7720660003456 41.79254199981347, -87.77211599995337 41.79422099989926))",49.12
11,373,227,60.86%,141,37.80%,5,1.34%,Ward 23,0.0000239483248019,23011,0.0201607349176,11.0,23.0,"POLYGON ((-87.7624310002904 41.79618599968421, -87.7625379998288 41.80005800017659, -87.7563909996449 41.800130999945736, -87.75630500017559 41.796653999682405, -87.76240700008293 41.79570299989359, -87.7624310002904 41.79618599968421))",60.86
12,0,0,0.00%,0,0.00%,0,0.00%,Ward 23,0.0000847092813271,23012,0.0486741115907,12.0,23.0,"POLYGON ((-87.76236399989864 41.794540000220884, -87.76240700008293 41.79570299989359, -87.74298300006535 41.79865200008975, -87.74285699965077 41.794607999759414, -87.74206399995359 41.79302899978859, -87.76230199973749 41.79273599976664, -87.76236399989864 41.794540000220884))",0.0
13,870,476,54.71%,381,43.79%,13,1.49%,Ward 23,0.0000519665047165,23013,0.0356334447229,13.0,23.0,"POLYGON ((-87.75631899992186 41.7971279999573, -87.7563909996449 41.800130999945736, -87.75273600016625 41.800186999830196, -87.752785999774 41.80201499959258, -87.74308800041086 41.802148000330014, -87.74298300006535 41.79865200008975, -87.75630500017559 41.796653999682405, -87.75631899992186 41.7971279999573))",54.71
14,628,379,60.35%,237,37.74%,12,1.91%,Ward 23,0.000080553504359,23014,0.0362817196866,14.0,23.0,"POLYGON ((-87.74293100036533 41.796668000328, -87.74303399971927 41.80032599994501, -87.73194500006167 41.80047200038256, -87.73173999960125 41.793125999765145, -87.74206399995359 41.79302899978859, -87.74285699965077 41.794607999759414, -87.74293100036533 41.796668000328))",60.35
15,677,404,59.68%,261,38.55%,12,1.77%,Ward 23,0.000074661145757,23015,0.0381122026899,15.0,23.0,"POLYGON ((-87.73175300020074 41.79358999957884, -87.73194500006167 41.80047200038256, -87.72209600003032 41.80056900035914, -87.7220850004224 41.80015300006096, -87.72029699980664 41.80017900036063, -87.72025399962234 41.79875799958205, -87.72204500037645 41.7987310001356, -87.72190900039999 41.793222999741715, -87.73173999960125 41.793125999765145, -87.73175300020074 41.79358999957884))",59.68
16,334,213,63.77%,114,34.13%,7,2.10%,Ward 23,0.0000253570332304,23016,0.0234693367562,16.0,23.0,"POLYGON ((-87.71836099956045 41.79695400002714, -87.71841500025204 41.79878399988172, -87.72025399962234 41.79875799958205, -87.72029699980664 41.80017900036063, -87.7160049997309 41.800239000429606, -87.71600599977705 41.800653999782305, -87.71361400008601 41.800687999551606, -87.71349900017869 41.79702399965793, -87.7140759998075 41.797016000188314, -87.71404300008436 41.79563899964018, -87.7183219995606 41.79557700037833, -87.71836099956045 41.79695400002714))",63.77
17,496,334,67.34%,152,30.65%,10,2.02%,Ward 23,0.0000321058585923,23017,0.0307646938214,17.0,23.0,"POLYGON ((-87.72194100007704 41.79369099973991, -87.72204500037645 41.7987310001356, -87.71841500025204 41.79878399988172, -87.7183219995606 41.79557700037833, -87.71404300008436 41.79563899964018, -87.7140759998075 41.797016000188314, -87.71349900017869 41.79702399965793, -87.71339900006376 41.79336199985647, -87.72190900039999 41.793222999741715, -87.72194100007704 41.79369099973991))",67.34
18,425,272,64.00%,144,33.88%,9,2.12%,Ward 23,0.0000266385053977,23018,0.0267569015347,18.0,23.0,"POLYGON ((-87.713472999879 41.78972200017024, -87.71349800013257 41.7906339999592, -87.72308499977288 41.79048700037481, -87.72315899958814 41.79320399976484, -87.71339900006376 41.79336199985647, -87.71331499978739 41.78974600037765, -87.713472999879 41.78972200017024))",64.0
19,388,241,62.11%,141,36.34%,6,1.55%,Ward 23,0.0000231049803336,23019,0.0277829368467,19.0,23.0,"POLYGON ((-87.71566000000894 41.787869000154274, -87.71568600030861 41.788780999943235, -87.72058000026675 41.788707000128, -87.72055600005933 41.787794000292934, -87.72300899986544 41.787756000339186, -87.72308499977288 41.79048700037481, -87.71349800013257 41.7906339999592, -87.71319899983393 41.787912000338615, -87.71342200022508 41.78790900020028, -87.71340700043271 41.787446999579394, -87.71564700030878 41.78741599994851, -87.71566000000894 41.787869000154274))",62.11
20,316,222,70.25%,92,29.11%,2,0.63%,Ward 23,0.0000213411597173,23020,0.0260365287134,20.0,23.0,"POLYGON ((-87.72297600014224 41.786382999975494, -87.72300899986544 41.787756000339186, -87.72055600005933 41.787794000292934, -87.72058000026675 41.788707000128, -87.71568600030861 41.788780999943235, -87.71564700030878 41.78741599994851, -87.71340700043271 41.787446999579394, -87.71342200022508 41.78790900020028, -87.71319899983393 41.787912000338615, -87.71311999978815 41.786092000045805, -87.72296100034987 41.78593700009253, -87.72297600014224 41.786382999975494))",70.25
21,313,196,62.62%,113,36.10%,4,1.28%,Ward 23,0.0000230906793313,23021,0.0273610555005,21.0,23.0,"POLYGON ((-87.71551599966364 41.78286799975843, -87.71555399961733 41.78423199970705, -87.72291399998107 41.784114999707526, -87.72296100034987 41.78593700009253, -87.71289700029627 41.78609700027641, -87.71284999992753 41.78246099987529, -87.71550299996346 41.78241300035972, -87.71551599966364 41.78286799975843))",62.62
22,336,209,62.20%,122,36.31%,5,1.49%,Ward 23,0.0000223023754127,23022,0.0268990155673,22.0,23.0,"POLYGON ((-87.72535700022536 41.784086000168834, -87.72540699983313 41.78591199983895, -87.72296100034987 41.78593700009253, -87.72291399998107 41.784114999707526, -87.71555399961733 41.78423199970705, -87.71550299996346 41.78241300035972, -87.72530499962602 41.782266999922165, -87.72535700022536 41.784086000168834))",62.2
23,340,228,67.06%,109,32.06%,3,0.88%,Ward 23,0.0000267961785949,23023,0.0220027414379,23.0,23.0,"POLYGON ((-87.72283700002748 41.781381000432866, -87.72286300032715 41.78229600036019, -87.71550299996346 41.78241300035972, -87.7154019998024 41.77877099968196, -87.72276000007389 41.77865799986688, -87.72283700002748 41.781381000432866))",67.06
24,341,238,69.79%,93,27.27%,10,2.93%,Ward 23,0.0000280599940683,23024,0.030999821458,24.0,23.0,"POLYGON ((-87.72276000007389 41.77865799986688, -87.7154019998024 41.77877099968196, -87.71550299996346 41.78241300035972, -87.71284999992753 41.78246099987529, -87.71268300032017 41.77698600010388, -87.72271399975125 41.77682599992, -87.72276000007389 41.77865799986688))",69.79
25,250,157,62.80%,87,34.80%,6,2.40%,Ward 23,0.0000178218824038,23025,0.0170814930444,25.0,23.0,"POLYGON ((-87.72264500016661 41.7741089996307, -87.72271399975125 41.77682599992, -87.71780700009293 41.77690199982747, -87.7177189996321 41.77326899956472, -87.72262300005139 41.77319199961113, -87.72264500016661 41.7741089996307))",62.8
26,245,172,70.20%,72,29.39%,1,0.41%,Ward 23,0.0000155987155463,23026,0.0188940383933,26.0,23.0,"POLYGON ((-87.72013400038378 41.771865999616224, -87.72016800015302 41.77322900041809, -87.7177189996321 41.77326899956472, -87.71778600002386 41.77599500026911, -87.7153360003561 41.776034000268965, -87.7152229996417 41.77148700012502, -87.72012399992263 41.77141200026363, -87.72013400038378 41.771865999616224))",70.2
27,303,204,67.33%,95,31.35%,4,1.32%,Ward 23,0.0000252762606042,23027,0.0258001322728,27.0,23.0,"POLYGON ((-87.71523300010284 41.77194100037689, -87.7153360003561 41.776034000268965, -87.71778600002386 41.77599500026911, -87.71780700009293 41.77690199982747, -87.71268300032017 41.77698600010388, -87.71264000013588 41.77516999999557, -87.71032300030618 41.77520699990317, -87.71023799998369 41.77155799980192, -87.7152229996417 41.77148700012502, -87.71523300010284 41.77194100037689))",67.33
28,451,313,69.40%,126,27.94%,12,2.66%,Ward 23,0.0000269451530991,23028,0.0221086202805,28.0,23.0,"POLYGON ((-87.7200429997846 41.7682239998378, -87.72012399992263 41.77141200026363, -87.71272400041228 41.771521999940376, -87.7126519997899 41.76785099972391, -87.72003500031497 41.76777099963198, -87.7200429997846 41.7682239998378))",69.4
29,533,369,69.23%,155,29.08%,9,1.69%,Ward 23,0.0000348605116827,23029,0.038687040434,29.0,23.0,"POLYGON ((-87.72235500028302 41.76410000031484, -87.71994599980803 41.764127999807386, -87.72003500031497 41.76777099963198, -87.71513400003403 41.767844000300435, -87.71498999968873 41.762376999998594, -87.71988599973906 41.7623070003678, -87.71988799983131 41.761175000326034, -87.72106600019572 41.76159399986323, -87.72114999957279 41.761519000001904, -87.7204689996446 41.76106699984223, -87.71621400037577 41.75909000040327, -87.7162219998454 41.75888599998893, -87.7222610004448 41.76157099970192, -87.72235500028302 41.76410000031484))",69.23
30,388,265,68.30%,118,30.41%,5,1.29%,Ward 23,0.0000636494801527,23030,0.053246572675,30.0,23.0,"POLYGON ((-87.72218799977634 41.75690000013498, -87.7222610004448 41.76157099970192, -87.7162219998454 41.75888599998893, -87.71621400037577 41.75909000040327, -87.7204689996446 41.76106699984223, -87.72114999957279 41.761519000001904, -87.72106600019572 41.76159399986323, -87.71988799983131 41.761175000326034, -87.71988599973906 41.7623070003678, -87.71498999968873 41.762376999998594, -87.71513400003403 41.767844000300435, -87.7126519997899 41.76785099972391, -87.71232299990646 41.756906999558446, -87.72218799977634 41.75690000013498))",68.3
31,413,267,64.65%,136,32.93%,10,2.42%,Ward 23,0.0000269647452413,23031,0.0255897262073,31.0,23.0,"POLYGON ((-87.72679399994308 41.769501000271035, -87.72682599962013 41.770868000358, -87.72744100010203 41.77086100003515, -87.72745299975611 41.77131700037932, -87.72257599968259 41.77137400030995, -87.72262300005139 41.77319199961113, -87.72016800015302 41.77322900041809, -87.72005400029185 41.76868200027417, -87.72250700009795 41.76864899965164, -87.72248499998273 41.767734999770475, -87.72674799962044 41.76768099997822, -87.72679399994308 41.769501000271035))",64.65
32,328,212,64.63%,109,33.23%,7,2.13%,Ward 23,0.0000287901727434,23032,0.0238358834029,32.0,23.0,"POLYGON ((-87.72235500028302 41.76410000031484, -87.72340600018674 41.764217000314375, -87.72729699975667 41.76412699976128, -87.72749800003265 41.76765899986299, -87.72248499998273 41.767734999770475, -87.72250700009795 41.76864899965164, -87.72005400029185 41.76868200027417, -87.71994599980803 41.764127999807386, -87.72235500028302 41.76410000031484))",64.63
33,673,459,68.20%,205,30.46%,9,1.34%,Ward 23,0.000106466533465,23033,0.0447965410948,33.0,23.0,"POLYGON ((-87.73329999959526 41.76406399955396, -87.74189400020788 41.764104999646065, -87.74216600016075 41.76812099958454, -87.74205500043786 41.77112899980353, -87.72745299975611 41.77131700037932, -87.72744100010203 41.77086100003515, -87.72682599962013 41.770868000358, -87.72674799962044 41.76768099997822, -87.72749800003265 41.76765899986299, -87.72729699975667 41.76412699976128, -87.73329999959526 41.76406399955396))",68.2
1,0,0,0.00%,0,0.00%,0,0.00%,Ward 24,0.0000982799562572,24001,0.0493333930046,1.0,24.0,"POLYGON ((-87.75461100029742 41.86801499989241, -87.7547260002047 41.87104400018051, -87.74492599973507 41.87118400034137, -87.74506699994208 41.87500000005002, -87.74263400015894 41.87505199975005, -87.7426649997899 41.87595600006938, -87.74022399963788 41.875984999608086, -87.73993199966202 41.86595999955438, -87.75453300029767 41.86575199985498, -87.75461100029742 41.86801499989241))",0.0
2,295,271,91.86%,21,7.12%,3,1.02%,Ward 24,0.000047229773108,24002,0.0289999621983,2.0,24.0,"POLYGON ((-87.73998400026137 41.868939000234725, -87.74007800009959 41.871899000038866, -87.73817100029142 41.872276000337195, -87.73582600006984 41.87330600017186, -87.73428700014489 41.87377900040059, -87.73276500010462 41.87398099982335, -87.73033599960668 41.87401799973094, -87.73014799993024 41.86849100025949, -87.73995699991559 41.86833300016786, -87.73998400026137 41.868939000234725))",91.86
3,587,516,87.90%,64,10.90%,7,1.19%,Ward 24,0.000088050879075,24003,0.0424127775113,3.0,24.0,"POLYGON ((-87.73993199966202 41.86595999955438, -87.73995699991559 41.86833300016786, -87.72527199990282 41.86855499961359, -87.72506100006507 41.86252400028246, -87.73240000035969 41.8624169998447, -87.73241400010596 41.86287899956624, -87.73486299972762 41.86283600028122, -87.7348479999352 41.86238099998321, -87.7398329995932 41.862339999891155, -87.73993199966202 41.86595999955438))",87.9
4,580,498,85.86%,72,12.41%,10,1.72%,Ward 24,0.00010479743865,24004,0.0522910174093,4.0,24.0,"POLYGON ((-87.73945700024035 41.85205300034574, -87.7398329995932 41.862339999891155, -87.7348479999352 41.86238099998321, -87.73486299972762 41.86283600028122, -87.73241400010596 41.86287899956624, -87.73240000035969 41.8624169998447, -87.72506100006507 41.86252400028246, -87.72495499967346 41.85886799985837, -87.72739599982549 41.858834000089075, -87.72732700024085 41.85700800041894, -87.73467800018955 41.85689999993509, -87.73450500030549 41.85151699990968, -87.73942299957173 41.85135100034842, -87.73945700024035 41.85205300034574))",85.86
5,837,750,89.61%,80,9.56%,7,0.84%,Ward 24,0.0000476842202263,24005,0.0302637466108,5.0,24.0,"POLYGON ((-87.73453399984419 41.85244799967552, -87.73467800018955 41.85689999993509, -87.72732700024085 41.85700800041894, -87.727248000195 41.85499400017301, -87.72485000022726 41.85501400019598, -87.72476099972033 41.85165099979383, -87.73450500030549 41.85151699990968, -87.73453399984419 41.85244799967552))",89.61
6,531,480,90.40%,38,7.16%,13,2.45%,Ward 24,0.0000440511288697,24006,0.0309583256367,6.0,24.0,"POLYGON ((-87.73016199967651 41.86903099998074, -87.73033599960668 41.87401799973094, -87.72038600031362 41.87414400014553, -87.72027100040629 41.87078499992788, -87.72534100038683 41.87072199972057, -87.72527199990282 41.86855499961359, -87.73014799993024 41.86849100025949, -87.73016199967651 41.86903099998074))",90.4
7,316,285,90.19%,26,8.23%,5,1.58%,Ward 24,0.0000257593099055,24007,0.020422591033,7.0,24.0,"POLYGON ((-87.72519700004148 41.86663500010525, -87.72534100038683 41.87072199972057, -87.71967699999351 41.87080499995085, -87.71952700027083 41.86624800024509, -87.72516999969571 41.86617200033759, -87.72519700004148 41.86663500010525))",90.19
8,353,303,85.84%,44,12.46%,6,1.70%,Ward 24,0.0000344049730616,24008,0.0254449725439,8.0,24.0,"POLYGON ((-87.72504500022654 41.862062999707746, -87.72516999969571 41.86617200033759, -87.71952700027083 41.86624800024509, -87.71941999983306 41.86302700009605, -87.7191079998343 41.862818000350494, -87.71775899967804 41.86282399972788, -87.7176970004162 41.860778999851, -87.72501000041115 41.860694999574605, -87.72504500022654 41.862062999707746))",85.84
9,678,608,89.68%,61,9.00%,9,1.33%,Ward 24,0.0000493921553844,24009,0.0316985655203,9.0,24.0,"POLYGON ((-87.7233619999563 41.85164100023199, -87.72476099972033 41.85165099979383, -87.72485000022726 41.85501400019598, -87.727248000195 41.85499400017301, -87.72739599982549 41.858834000089075, -87.72495499967346 41.85886799985837, -87.72501000041115 41.860694999574605, -87.72135600007931 41.86073799975896, -87.7212549999183 41.85890699985821, -87.72004800001514 41.858835000135166, -87.71988899987741 41.85287400043484, -87.7233619999563 41.85164100023199))",89.68
10,466,421,90.34%,38,8.15%,7,1.50%,Ward 24,0.0000339104491218,24010,0.0356972140475,10.0,24.0,"POLYGON ((-87.72036500024456 41.873514999917354, -87.72038600031362 41.87414400014553, -87.70887400003505 41.87429299982216, -87.70594199972345 41.874624999843945, -87.70592599988493 41.87425599991451, -87.70637800004465 41.87418700032987, -87.70821600026818 41.87397500044597, -87.71079000025827 41.87390399986974, -87.71068900009726 41.87090099988131, -87.72027100040629 41.87078499992788, -87.72036500024456 41.873514999917354))",90.34
11,567,499,88.01%,55,9.70%,13,2.29%,Ward 24,0.0000444398388412,24011,0.0347257114731,11.0,24.0,"POLYGON ((-87.71775000016237 41.86254600039763, -87.71775899967804 41.86282399972788, -87.7191079998343 41.862818000350494, -87.71941999983306 41.86302700009605, -87.71967699999351 41.87080499995085, -87.71068900009726 41.87090099988131, -87.71061999961324 41.86876300021237, -87.71549200035548 41.86867599979764, -87.71530499982583 41.86239799986788, -87.71774399988568 41.86237100042137, -87.71775000016237 41.86254600039763))",88.01
12,882,780,88.44%,91,10.32%,11,1.25%,Ward 24,0.0000496060060305,24012,0.0318501772835,12.0,24.0,"POLYGON ((-87.71991200003873 41.85395599996944, -87.72006599994592 41.85892099960449, -87.7212549999183 41.85890699985821, -87.72135600007931 41.86073799975896, -87.7176970004162 41.860778999851, -87.71774399988568 41.86237100042137, -87.71408500022255 41.862411999614146, -87.7138130002697 41.855010000011525, -87.71988899987741 41.85287400043484, -87.71991200003873 41.85395599996944))",88.44
13,701,629,89.73%,65,9.27%,7,1.00%,Ward 24,0.0000573364956468,24013,0.0338657281492,13.0,24.0,"POLYGON ((-87.70443300028268 41.86593700029237, -87.70444599998285 41.86642200017525, -87.71054299965965 41.8663490004061, -87.71079000025827 41.87390399986974, -87.70821600026818 41.87397500044597, -87.70592599988493 41.87425599991451, -87.70591700036925 41.8736879998014, -87.70346599975602 41.87371500014717, -87.70310600024169 41.86459899974409, -87.70439100014448 41.864588000136166, -87.70443300028268 41.86593700029237))",89.73
14,513,456,88.89%,46,8.97%,11,2.14%,Ward 24,0.0000401190900582,24014,0.0272233585137,14.0,24.0,"POLYGON ((-87.71530900001028 41.86254200021319, -87.71549200035548 41.86867599979764, -87.71061999961324 41.86876300021237, -87.71054299965965 41.8663490004061, -87.70810200040694 41.8663789999909, -87.70799600001533 41.862548999636665, -87.71530499982583 41.86239799986788, -87.71530900001028 41.86254200021319))",88.89
15,380,330,86.84%,46,12.11%,4,1.05%,Ward 24,0.0000321759931676,24015,0.0231237936261,15.0,24.0,"POLYGON ((-87.713938999785 41.857160000233876, -87.71408500022255 41.862411999614146, -87.70921200033354 41.862468000397946, -87.7090490000113 41.856690000143416, -87.7138130002697 41.855010000011525, -87.713938999785 41.857160000233876))",86.84
16,229,197,86.03%,31,13.54%,1,0.44%,Ward 24,0.0000215506016627,24016,0.0267978615103,16.0,24.0,"POLYGON ((-87.72358799958647 41.85166000020888, -87.71258500029752 41.85543699991769, -87.71246300006737 41.85526400003363, -87.71234600006784 41.8517230004162, -87.72354400025534 41.85148400018653, -87.72358799958647 41.85166000020888))",86.03
17,488,424,86.89%,57,11.68%,7,1.43%,Ward 24,0.0000943927148529,24017,0.046413458194,17.0,24.0,"POLYGON ((-87.7090490000113 41.856690000143416, -87.70920600005684 41.86254600039763, -87.70799600001533 41.862548999636665, -87.70810200040694 41.8663789999909, -87.70444599998285 41.86642200017525, -87.70439100014448 41.864588000136166, -87.70336200035598 41.86459599960575, -87.70310600024169 41.86459899974409, -87.70316300017231 41.86642999964482, -87.69590700010792 41.86651099978286, -87.69575100010854 41.861175000126195, -87.70125600036408 41.8592329996033, -87.70170200024705 41.8592510004334, -87.70904699991907 41.856574000189994, -87.7090490000113 41.856690000143416))",86.89
18,666,545,81.83%,115,17.27%,6,0.90%,Ward 24,0.0000902869564983,24018,0.0642274524487,18.0,24.0,"POLYGON ((-87.70764800015502 41.85034099963745, -87.70768900024711 41.85173600011637, -87.7108900003732 41.85164500041652, -87.71113299988798 41.85189999958538, -87.7112030004181 41.853551000178584, -87.7053070001179 41.853587000040086, -87.70532199991032 41.85413600017632, -87.70289200026554 41.854182999645786, -87.70293499955056 41.85871499999729, -87.70170200024705 41.8592510004334, -87.70125600036408 41.8592329996033, -87.69575100010854 41.861175000126195, -87.69569200008567 41.85922099994922, -87.69076400035829 41.85928400015655, -87.69069599992042 41.8563539999372, -87.69312899970356 41.855781999639646, -87.6931689997495 41.85742800000224, -87.69564799985528 41.85738699991014, -87.69556899980944 41.855551999824975, -87.69921299968013 41.85550500035554, -87.69903799970388 41.850030999730905, -87.70751999964826 41.849921000054174, -87.70764800015502 41.85034099963745))",81.83
19,1213,572,47.16%,594,48.97%,47,3.87%,Ward 24,0.0000902163214842,24019,0.0446457744489,19.0,24.0,"POLYGON ((-87.7001370000225 41.844252000329625, -87.70030200043692 41.85001599993847, -87.69903799970388 41.850030999730905, -87.69908900025712 41.85185300011591, -87.69544600043253 41.851901999677565, -87.69534500027153 41.84826400008359, -87.69289399965834 41.848296999806735, -87.6927910003044 41.84472200042006, -87.69179700033123 41.844737000212426, -87.6917910000546 41.844528999613715, -87.69182299973164 41.843451000263485, -87.69274600002785 41.84294300021936, -87.69286700021185 41.841564999625064, -87.6931450004414 41.84138700040978, -87.69437999983711 41.8412310004104, -87.69412399972278 41.83811699979975, -87.69503000013435 41.837411999664084, -87.69992500013859 41.837324000102576, -87.7001370000225 41.844252000329625))",47.16
20,521,450,86.37%,59,11.32%,12,2.30%,Ward 24,0.000034315027183,24020,0.0303973179949,20.0,24.0,"POLYGON ((-87.71239000029823 41.85354900008633, -87.71243200043642 41.855143999895745, -87.71258500029752 41.85543699991769, -87.70293499955056 41.85871499999729, -87.70289200026554 41.854182999645786, -87.70532199991032 41.85413600017632, -87.7053070001179 41.853587000040086, -87.7112030004181 41.853551000178584, -87.71114300034913 41.85199100018456, -87.71234600006784 41.8517230004162, -87.71239000029823 41.85354900008633))",86.37
1,640,459,71.72%,176,27.50%,5,0.78%,Ward 25,0.0000398157593527,25001,0.0340738214108,1.0,25.0,"POLYGON ((-87.7098999996852 41.84399700026143, -87.71001899977699 41.848076999553946, -87.70758599999385 41.848110000176405, -87.70761200029352 41.84994400021549, -87.70030200043692 41.85001599993847, -87.70024899979148 41.848205000060766, -87.70514799998017 41.84813999976125, -87.70498399961184 41.84269699966682, -87.70986199973146 41.84262299985164, -87.7098999996852 41.84399700026143))",71.72
2,407,281,69.04%,115,28.26%,11,2.70%,Ward 25,0.000108112551851,25002,0.0645366553301,2.0,25.0,"POLYGON ((-87.70467399970528 41.831993999823275, -87.70514799998017 41.84813999976125, -87.70024899979148 41.848205000060766, -87.69992500013859 41.837324000102576, -87.6912830000104 41.837473999825306, -87.68971999987804 41.837920999754374, -87.68955300027073 41.8381539997074, -87.68761700002449 41.83818900042205, -87.68761700002449 41.83760999980171, -87.68847099983674 41.83719100026452, -87.69496299974259 41.83508600031872, -87.69494699990406 41.834383000275295, -87.69515899978796 41.834258999952965, -87.70465899991285 41.83125299982612, -87.70467399970528 41.831993999823275))",69.04
3,501,380,75.85%,113,22.55%,8,1.60%,Ward 25,0.0000440471127519,25003,0.0343822026834,3.0,25.0,"POLYGON ((-87.69915000037219 41.85370299999352, -87.69921299968013 41.85550500035554, -87.69556899980944 41.855551999824975, -87.69564799985528 41.85738699991014, -87.6931689997495 41.85742800000224, -87.69312899970356 41.855781999639646, -87.68817100039132 41.8569149997275, -87.68802700004596 41.8538569999007, -87.69059899994386 41.85382100003915, -87.69054300005939 41.851969000069346, -87.69908900025712 41.85185300011591, -87.69915000037219 41.85370299999352))",75.85
4,535,378,70.65%,148,27.66%,9,1.68%,Ward 25,0.0000938977135815,25004,0.0537459305362,4.0,25.0,"POLYGON ((-87.69503000013435 41.837411999664084, -87.69412399972278 41.83811699979975, -87.69437999983711 41.8412310004104, -87.6931450004414 41.84138700040978, -87.69286700021185 41.841564999625064, -87.69274600002785 41.84294300021936, -87.69182299973164 41.843451000263485, -87.6917910000546 41.844528999613715, -87.69179700033123 41.844737000212426, -87.6927910003044 41.84472200042006, -87.69289399965834 41.848296999806735, -87.69534500027153 41.84826400008359, -87.69544600043253 41.851901999677565, -87.69054300005939 41.851969000069346, -87.69049200040547 41.85014499959209, -87.68558799998618 41.85021400007611, -87.68544699977917 41.84483800037344, -87.68761499993224 41.844794000143054, -87.68744200004824 41.84363999998606, -87.68761700002449 41.83818900042205, -87.68955300027073 41.8381539997074, -87.68971999987804 41.837920999754374, -87.69115100021844 41.837487000424794, -87.69503000013435 41.837411999664084))",70.65
5,865,737,85.20%,118,13.64%,10,1.16%,Ward 25,0.0000323855343155,25005,0.0267535470201,5.0,25.0,"POLYGON ((-87.68565400033181 41.85250399955999, -87.6857890002621 41.857238000233565, -87.67844499973694 41.858707999674486, -87.67841700024434 41.85672199982048, -87.680875000281 41.85669300028177, -87.68074299958971 41.852098999769055, -87.6856399996862 41.852032000276665, -87.68565400033181 41.85250399955999))",85.2
6,736,565,76.77%,164,22.28%,7,0.95%,Ward 25,0.0000309002003824,25006,0.0227038911114,6.0,25.0,"POLYGON ((-87.68546100042477 41.84530799956457, -87.6856399996862 41.852032000276665, -87.68074299958971 41.852098999769055, -87.68059700005149 41.84667999988215, -87.68544699977917 41.84483800037344, -87.68546100042477 41.84530799956457))",76.77
7,805,599,74.41%,190,23.60%,16,1.99%,Ward 25,0.0000282957869143,25007,0.0238826080506,7.0,25.0,"POLYGON ((-87.6807560001892 41.85255500011322, -87.680875000281 41.85669300028177, -87.67841700024434 41.85672199982048, -87.67849100005958 41.85894199967361, -87.67604200043792 41.859286000248744, -87.6758400001159 41.85217599972264, -87.68074299958971 41.852098999769055, -87.6807560001892 41.85255500011322))",74.41
8,870,669,76.90%,187,21.49%,14,1.61%,Ward 25,0.000118455568023,25008,0.0481157927556,8.0,25.0,"POLYGON ((-87.67814500029147 41.84671499969755, -87.67817199973797 41.84760899955574, -87.68059700005149 41.84667999988215, -87.68074299958971 41.852098999769055, -87.6660239998077 41.85233099967593, -87.66588100040781 41.84511100037242, -87.66771400040074 41.845025000003766, -87.67002700004599 41.84430600012183, -87.67424899959161 41.842675999597745, -87.67550499995576 41.84197299955434, -87.67629799965295 41.841836000431094, -87.67814400024537 41.84249400019802, -87.67814500029147 41.84671499969755))",76.9
9,815,693,85.03%,110,13.50%,12,1.47%,Ward 25,0.0000399929707823,25009,0.0291068688254,9.0,25.0,"POLYGON ((-87.67585599995442 41.85263500020516, -87.67604200043792 41.859286000248744, -87.67359900019369 41.85951700010952, -87.66870600028165 41.85957800022458, -87.66865499972842 41.85775599983958, -87.67109699992659 41.85772400016253, -87.6709379997888 41.852248000345014, -87.6758400001159 41.85217599972264, -87.67585599995442 41.85263500020516))",85.03
10,904,744,82.30%,153,16.92%,7,0.77%,Ward 25,0.0000316297624126,25010,0.0244455558782,10.0,25.0,"POLYGON ((-87.67095599971958 41.85270399978981, -87.67109699992659 41.85772400016253, -87.66865499972842 41.85775599983958, -87.66870600028165 41.85957800022458, -87.66619799973785 41.85960699976328, -87.6660239998077 41.85233099967593, -87.6709379997888 41.852248000345014, -87.67095599971958 41.85270399978981))",82.3
11,705,574,81.42%,121,17.16%,10,1.42%,Ward 25,0.0000369208896006,25011,0.0268204048483,11.0,25.0,"POLYGON ((-87.66603300022274 41.853302000387075, -87.66619799973785 41.85960699976328, -87.6595709999017 41.85971700033934, -87.66115199996477 41.857879000115815, -87.66131999961823 41.857875999977466, -87.66116399961886 41.852418000090665, -87.6660239998077 41.85233099967593, -87.66603300022274 41.853302000387075))",81.42
